hiv,factor,year,age,py,deaths
2,5,86,1,2.68,0
2,5,86,2,13.24,0
2,5,86,3,16.41,0
2,5,86,4,23.92,1
2,5,86,5,30.05,0
2,5,86,6,19.72,2
2,5,86,7,23.62,1
2,5,86,8,14.27,0
2,5,86,9,8.94,0
2,5,86,10,7.28,0
2,5,86,11,4.15,1
2,5,86,12,6.39,1
2,5,86,13,2.55,0
2,5,86,14,2.21,1
2,5,87,1,1,0
2,5,87,2,9.87,0
2,5,87,3,22.13,0
2,5,87,4,30.32,1
2,5,87,5,31.78,0
2,5,87,6,25.99,1
2,5,87,7,30.52,0
2,5,87,8,18.01,0
2,5,87,9,12.77,0
2,5,87,10,5.96,1
2,5,87,11,3.35,0
2,5,87,12,4.09,1
2,5,87,13,4.64,1
2,5,87,14,2.25,0
2,5,88,1,0.63,0
2,5,88,2,6.46,0
2,5,88,3,17.84,0
2,5,88,4,32.49,1
2,5,88,5,28.03,0
2,5,88,6,33.53,1
2,5,88,7,37.99,2
2,5,88,8,16.13,1
2,5,88,9,17.05,2
2,5,88,10,6.76,0
2,5,88,11,2.78,0
2,5,88,12,3.01,0
2,5,88,13,5.73,1
2,5,88,14,1.75,1
2,5,89,2,2,0
2,5,89,3,7.21,0
2,5,89,4,11.36,0
2,5,89,5,9.27,0
2,5,89,6,14.54,0
2,5,89,7,18.12,0
2,5,89,8,10.77,0
2,5,89,9,7.28,0
2,5,89,10,2.05,0
2,5,89,13,1.51,1
2,5,89,14,1,0
2,5,90,2,3.9,0
2,5,90,3,11.2,0
2,5,90,4,13.07,0
2,5,90,5,18.8,0
2,5,90,6,20.96,2
2,5,90,7,15.68,0
2,5,90,8,12.87,2
2,5,90,9,15.08,2
2,5,90,10,5,0
2,5,90,11,1,0
2,5,90,12,1,0
2,5,90,13,1,0
2,5,90,14,1,0
2,5,91,2,0.78,0
2,5,91,3,6.3,0
2,5,91,4,11.38,0
2,5,91,5,16.58,0
2,5,91,6,24.81,1
2,5,91,7,18.1,3
2,5,91,8,12.79,0
2,5,91,9,15.22,0
2,5,91,10,3.76,0
2,5,91,11,1.21,0
2,5,91,12,0.25,0
2,5,91,13,1,0
2,5,91,14,1,0
2,5,92,3,6.57,1
2,5,92,4,10.52,1
2,5,92,5,12.89,0
2,5,92,6,17.34,2
2,5,92,7,9.63,1
2,5,92,8,12.28,3
2,5,92,9,10.25,1
2,5,92,10,4.28,1
2,5,92,11,1.55,1
2,5,92,12,2,0
2,5,92,13,1.68,0
2,5,92,14,0.33,0
2,5,93,2,0.63,0
2,5,93,3,5.18,0
2,5,93,4,8.87,0
2,5,93,5,16.37,0
2,5,93,6,14.75,1
2,5,93,7,12.26,1
2,5,93,8,10.74,2
2,5,93,9,2.58,1
2,5,93,10,6.92,0
2,5,93,11,1.22,0
2,5,93,12,1.62,1
2,5,93,14,1,0
2,5,94,3,2.46,0
2,5,94,4,7.7,1
2,5,94,5,10.48,2
2,5,94,6,8.53,0
2,5,94,7,10.53,0
2,5,94,8,6.61,0
2,5,94,9,2.47,1
2,5,94,10,7,1
2,5,95,3,1.47,1
2,5,95,4,5.05,0
2,5,95,5,3,0
2,5,95,6,4.4,1
2,5,95,7,8.1,0
2,5,95,8,1.36,0
2,5,95,9,1.79,0
2,5,95,10,3.25,0
